CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,NOMGEO
17,029,0117,0220,El Fortín
17,004,0028,0170,El Vergel
17,024,0133,039A,Colonia Niños Héroes
17,029,0158,0860,Emiliano Zapata (Casahuates)
17,029,0007,0771,Ignacio Bastida (Santa Catarina Tlayca)
17,002,0039,0034,Rancho Temecatitla
17,023,0003,0053,El Vigía (San Nicolás del Monte)
17,026,0003,0036,Cuauhtempan (San Andrés Cuauhtempan)
17,024,0134,039A,Fraccionamiento Bonanza (Condominios Pontevedra)
17,024,0004,0135,Barranca Honda
17,026,0059,0036,Colonia el Partidor (El Capulín)
17,020,0002,0085,Colonia Ángel Bocanegra (Adolfo López Mateos)
17,026,0007,0036,El Ahuehuete
17,029,0108,024A,Tabachines
17,026,0022,0036,Unidad Habitacional Lázaro Cárdenas
17,026,0019,0036,Valle de Oaxtepec
17,026,0010,0036,Jardines de Tlayacapan
17,026,0048,0036,Colonia el Partidor
17,002,0025,0034,Colonia San Francisco
17,033,0004,0030,Popotlán (Barrio Santo Tomás)
17,015,0010,009A,El Rodeo
14,001,0036,0052,Las Motas
14,001,0063,0052,Tierras Coloradas
14,003,0021,0019,La Peña
14,003,0007,0019,Chapulimita (Chapuli)
14,006,0059,0097,La Villita
14,006,0027,0082,Labor de Solís
14,008,0283,0091,Santiaguito (Santiaguito de Velázquez)
14,008,0026,0087,Bajío Seco
14,011,0029,0025,Trigo de Alteñas
14,011,0024,0044,Soyatlán del Oro
14,011,0030,0025,Yerbabuena
14,013,0054,0034,El Nacimiento
14,014,0020,0027,Poncitlán
14,014,0028,007A,Tultitán
14,015,0055,0024,Mezquitán (San Francisco de Abajo)
14,015,0053,0024,El Mentidero
14,015,0081,0081,Tecomatlán
14,016,0052,0040,Los Once Pueblos
14,016,0043,0055,El Maluco
14,016,0055,0055,Palo Blanco
14,017,0103,0048,Santa Rosalía
14,020,0020,0024,Chacala
14,104,0020,0030,Cartagena
14,050,0014,0061,San Pedro Tesistán
14,031,0069,0066,Tepizuac
14,032,0016,003A,Jalpa
14,033,0008,0022,Los Arrayanes
14,033,0095,0075,El Terrero de Villareño (Terrero de Carmen)
14,033,0072,0075,El Refugio de Vázquez
14,035,0300,0050,La Trinidad
14,038,0045,0029,Llano Grande
14,040,0085,0031,La Venta de Mochitiltic
14,042,0015,0040,La Estancia de Arriba
14,042,0173,006A,Colonia las Granjas
14,042,0037,006A,Salitre de Abajo
14,042,0043,0089,San Nicolás de Acuña
14,043,0165,0033,La Mesa
14,043,0081,0086,Las Pilas
14,043,0030,0090,La Conchita
14,044,0003,0026,Buenavista
14,045,0141,0080,Las Trancas
14,045,0142,0095,Trejos
14,045,0008,0076,Agua Rica
14,048,0128,0044,San José de la Paz
14,049,0091,0111,Huichitila
14,049,0195,0130,Tazumbos
14,052,0012,0032,Los Corrales (Villa de Guadalupe)
14,053,0582,003A,El Torreón
14,053,0079,0148,La Escondida
14,053,0135,0148,La Merced (La Chona)
14,053,0772,0256,La Palma
14,053,0028,0241,Buenavista (San Miguel)
14,053,0095,0190,La Isla
14,053,0309,0241,Torrecillas (El Lindero)
14,053,0275,0237,Santa Inés
14,053,0324,0241,La Virgen
14,053,0161,0260,Las Palomas
14,053,0065,0294,La Cruz
14,053,0923,0415,Rancho Jl [Fraccionamiento Valle de los Reyes]
14,055,0006,0034,Ojo Zarco
14,057,0003,0039,Las Cuevas
14,058,0131,0125,La Plata
14,059,0012,0033,La Cofradía
14,059,0032,0033,Los Guayabos
14,059,0116,0014,Paso de los Arrieros
14,059,0047,0033,Puerta del Zapatero
14,061,1103,021A,Mayehekwa Pueblo Nuevo 2
14,061,0190,0205,San Andrés Cohamiata
14,062,0012,0024,La Laja
01,002,0034,0067,Las Negritas
14,065,0003,005A,El Agostadero
14,065,0052,005A,El Naranjo
14,065,0069,0098,El Quemado
14,065,0035,005A,Huizaches
14,066,0002,0023,Agua Caliente
14,066,0037,0023,La Zapotera
14,067,0014,0035,El Colorado
14,067,0247,0020,Los Ángeles
14,067,0127,0020,La Arboleda (Lomas del Valle)
14,067,0257,0020,Ojo de Agua
14,067,0057,0020,El Zancudo
14,067,0109,1404,Colonia Paso del Guayabo
14,067,0178,1404,Colonia los Robles
14,067,0086,0162,El Nogalito
14,068,0023,0102,Carreón
14,068,0069,009A,Mezcales
14,068,0076,0102,La Nancita
14,068,0084,0102,Pabelo
14,068,0040,0102,La Eca
14,069,0059,0025,Lázaro Cárdenas (San Diego)
14,069,0138,0010,Rafael Picazo (Santa Cruz)
14,070,0134,1467,Parques del Triunfo
14,120,0568,002A,Milpillas Mesa de San Juan
14,073,0229,0013,El Torque (El Agostadero)
14,073,0003,0102,Agua de Obispo
14,073,0296,0117,Mezquitic de la Magdalena
14,077,0010,0031,Labor de Medina
14,077,0020,0065,Santa Cruz de las Flores
14,077,0017,0050,San Isidro Palo Verde
14,080,0101,0056,San Felipe de Híjar
14,080,0021,0094,Copales (Los Copalitos)
14,080,0014,0056,El Carrizo
14,083,0219,001A,Ventura Flores Navarro
14,083,0005,0081,Cuxpala
14,083,0017,0077,San Juan de los Arcos
14,083,0010,0077,Las Navajas
14,084,0033,0036,La Cañada
14,084,0077,0110,Desmoronado (El Real)
14,084,0066,0214,La Cuesta
14,085,0089,0141,Las Vallas
14,085,0156,0071,Soyatlán de Afuera
14,085,0038,0033,Villa de Contla (Contla)
14,085,0477,0156,Colonia la Divina Providencia
14,085,0153,0141,San Vicente
14,086,0030,0045,San Antonio (San Antonio de Padua)
14,108,0295,0059,Miseria y Ánimas
14,087,0008,0165,Ahuijullo
14,088,0025,0020,Quila
14,088,0005,0105,Ayotitlán
14,090,0017,0048,Miraplanes
14,090,0008,0052,Colotitlán
14,093,0186,0035,Mezcala
14,093,0341,0177,Los Sauces
14,093,0794,0228,Paleta Chica
14,094,0140,009A,San Pedro Analco
14,055,0004,0068,Lo de Guevara (La Loma)
14,094,0317,0193,Potrero de la Mula (Luis Donaldo Colosio)
14,094,0767,0225,La Explanada
14,094,0765,0225,IPROVIPE I (El Camichín) [Fraccionamiento]
14,097,0045,2416,El Cortijo
14,099,0074,0024,Nuevo Zopoma (El Bolitar)
14,122,0039,0024,Telcruz
14,100,0143,0031,San Rafael de los Moreno
14,100,0053,0084,Gargantillo (La Hacienda)
14,100,0100,0101,Las Partidas
14,100,0167,0099,El Tule
14,100,0092,0173,El Naranjo
14,100,0039,0258,La Cumbre
14,101,0025,1963,Las Presas (Lagunitas)
14,102,0010,0021,Coatlancillo
14,108,0041,0097,Platanar
14,108,0031,0129,Montelongo
14,109,0071,008A,Pedrito [Estación]
14,017,0097,0029,San Pedro
14,110,0034,0023,La Piñuela
14,111,0065,004A,Puerta de Macias
14,113,0023,0063,La Guadalupe
14,113,0029,0082,El Jazmín
14,116,0006,0031,Arroyo Seco de Arriba
14,116,0109,0050,Laguna de Mirasoles
14,116,0028,0050,Los Mimbres
14,116,0018,007A,Custique
14,116,0044,007A,San Juanico de Abajo
14,116,0045,0050,San Juanico de Arriba
14,117,0065,0024,Temacapulín (Temaca)
14,118,0056,0040,Huisquilco (Huiscuilco)
14,118,0225,0074,Agua Colorada
14,119,0006,0029,El Briseño (Los Briseño)
14,120,0356,0123,Ejido Copalita
14,120,0279,0034,Lomas de Montechelo (El Pedregal)
14,009,0043,0012,Santa Sofía
14,120,0460,0142,San José del Astillero [Parque Industrial]
14,123,0034,0017,Rancho Nuevo
14,123,0003,0021,Ahuatlán
14,124,0360,0071,Bugambilias [Fraccionamiento]
14,124,0168,0033,San José de las Flores (Gallinas de Arriba)
31,004,0010,0039,Tixkuncheil
31,013,0006,0057,X-Cuyum
